Song,Artist,Date,Streams,Rank
Last Christmas,Wham!,2018-12-17,"1,400",5
Shallow,"Lady Gaga, Bradley Cooper",2018-12-17,"1,367",6
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-17,"1,366",7
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-17,"1,361",8
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-17,"1,318",9
High Hopes,Panic! At The Disco,2018-12-17,"1,240",10
Be Alright,Dean Lewis,2018-12-17,"1,184",11
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-17,"1,166",12
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-17,"1,163",13
Baller los,MERO,2018-12-17,"1,086",14
MIA (feat. Drake),Bad Bunny,2018-12-17,"1,080",15
Mo Bamba,Sheck Wes,2018-12-17,"1,073",16
Tausend Tattoos,Sido,2018-12-17,"1,071",17
SICKO MODE,Travis Scott,2018-12-17,"1,057",18
Going Bad (feat. Drake),Meek Mill,2018-12-17,"1,040",19
Happier,"Marshmello, Bastille",2018-12-17,"1,025",20
"thank u, next",Ariana Grande,2018-12-18,"1,800",1
All I Want for Christmas Is You,Mariah Carey,2018-12-18,"1,786",2
Without Me,Halsey,2018-12-18,"1,623",3
Sweet but Psycho,Ava Max,2018-12-18,"1,558",4
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-18,"1,485",5
Last Christmas,Wham!,2018-12-18,"1,481",6
Shallow,"Lady Gaga, Bradley Cooper",2018-12-18,"1,421",7
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-18,"1,381",8
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-18,"1,377",9
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-18,"1,245",10
High Hopes,Panic! At The Disco,2018-12-18,"1,213",11
Be Alright,Dean Lewis,2018-12-18,"1,203",12
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-18,"1,173",13
Baller los,MERO,2018-12-18,"1,160",14
Happier,"Marshmello, Bastille",2018-12-18,"1,115",15
Jingle Bell Rock,Bobby Helms,2018-12-18,"1,104",16
SICKO MODE,Travis Scott,2018-12-18,"1,101",17
Going Bad (feat. Drake),Meek Mill,2018-12-18,"1,095",18
Santa Tell Me,Ariana Grande,2018-12-18,"1,091",19
MIA (feat. Drake),Bad Bunny,2018-12-18,"1,052",20
imagine,Ariana Grande,2018-12-18,"1,051",21
Mo Bamba,Sheck Wes,2018-12-18,"1,046",22
All I Want for Christmas Is You,Mariah Carey,2018-12-19,"1,825",1
Without Me,Halsey,2018-12-19,"1,674",2
"thank u, next",Ariana Grande,2018-12-19,"1,641",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-19,"1,609",4
Last Christmas,Wham!,2018-12-19,"1,596",5
Sweet but Psycho,Ava Max,2018-12-19,"1,521",6
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-19,"1,429",7
Shallow,"Lady Gaga, Bradley Cooper",2018-12-19,"1,396",8
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-19,"1,246",9
Be Alright,Dean Lewis,2018-12-19,"1,216",10
Jingle Bell Rock,Bobby Helms,2018-12-19,"1,184",11
Santa Tell Me,Ariana Grande,2018-12-19,"1,174",12
High Hopes,Panic! At The Disco,2018-12-19,"1,163",13
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-19,"1,142",14
Happier,"Marshmello, Bastille",2018-12-19,"1,111",15
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-19,"1,110",16
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-19,"1,103",17
MIA (feat. Drake),Bad Bunny,2018-12-19,"1,087",18
Going Bad (feat. Drake),Meek Mill,2018-12-19,"1,084",19
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-19,"1,081",20
SICKO MODE,Travis Scott,2018-12-19,"1,069",21
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-19,"1,036",22
All I Want for Christmas Is You,Mariah Carey,2018-12-20,"2,176",1
Last Christmas,Wham!,2018-12-20,"2,042",2
"thank u, next",Ariana Grande,2018-12-20,"1,741",3
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-20,"1,713",4
Without Me,Halsey,2018-12-20,"1,689",5
Sweet but Psycho,Ava Max,2018-12-20,"1,601",6
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-20,"1,469",7
Shallow,"Lady Gaga, Bradley Cooper",2018-12-20,"1,388",8
Santa Tell Me,Ariana Grande,2018-12-20,"1,365",9
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-20,"1,318",10
Jingle Bell Rock,Bobby Helms,2018-12-20,"1,279",11
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-20,"1,239",12
Happier,"Marshmello, Bastille",2018-12-20,"1,234",13
Be Alright,Dean Lewis,2018-12-20,"1,211",14
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-20,"1,183",15
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-20,"1,175",16
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-20,"1,172",17
High Hopes,Panic! At The Disco,2018-12-20,"1,170",18
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-20,"1,170",19
Going Bad (feat. Drake),Meek Mill,2018-12-20,"1,157",20
SICKO MODE,Travis Scott,2018-12-20,"1,129",21
MIA (feat. Drake),Bad Bunny,2018-12-20,"1,110",22
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-20,"1,094",23
Tausend Tattoos,Sido,2018-12-20,"1,065",24
Eastside (with Halsey & Khalid),benny blanco,2018-12-20,"1,027",25
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-12-20,"1,021",26
All I Want for Christmas Is You,Mariah Carey,2018-12-21,"2,927",1
Last Christmas,Wham!,2018-12-21,"2,523",2
Benzema,Capital Bra,2018-12-21,"2,142",3
Jingle Bell Rock,Bobby Helms,2018-12-21,"1,887",4
Santa Tell Me,Ariana Grande,2018-12-21,"1,827",5
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-21,"1,815",6
Lelele,"Azet, Zuna",2018-12-21,"1,814",7
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-21,"1,809",8
Without Me,Halsey,2018-12-21,"1,765",9
"thank u, next",Ariana Grande,2018-12-21,"1,748",10
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-21,"1,746",11
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-21,"1,691",12
Sweet but Psycho,Ava Max,2018-12-21,"1,564",13
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-21,"1,486",14
Shallow,"Lady Gaga, Bradley Cooper",2018-12-21,"1,480",15
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-21,"1,434",16
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-21,"1,401",17
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-21,"1,397",18
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",2018-12-21,"1,313",19
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2018-12-21,"1,247",20
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-21,"1,243",21
High Hopes,Panic! At The Disco,2018-12-21,"1,242",22
Be Alright,Dean Lewis,2018-12-21,"1,202",23
SICKO MODE,Travis Scott,2018-12-21,"1,189",24
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-21,"1,187",25
MIA (feat. Drake),Bad Bunny,2018-12-21,"1,187",26
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-21,"1,169",27
Happier,"Marshmello, Bastille",2018-12-21,"1,164",28
Driving Home for Christmas,Chris Rea,2018-12-21,"1,140",29
Mistletoe,Justin Bieber,2018-12-21,"1,135",30
Going Bad (feat. Drake),Meek Mill,2018-12-21,"1,132",31
Tausend Tattoos,Sido,2018-12-21,"1,115",32
Sleigh Ride,The Ronettes,2018-12-21,"1,097",33
Have Yourself A Merry Little Christmas,Sam Smith,2018-12-21,"1,082",34
a lot,21 Savage,2018-12-21,"1,080",35
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-12-21,"1,071",36
monster,21 Savage,2018-12-21,"1,062",37
Underneath the Tree,Kelly Clarkson,2018-12-21,"1,060",38
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2018-12-21,"1,044",39
Feliz Navidad,José Feliciano,2018-12-21,"1,038",40
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2018-12-21,"1,020",41
Santa Claus Is Coming to Town,Michael Bublé,2018-12-21,"1,011",42
Eastside (with Halsey & Khalid),benny blanco,2018-12-21,"1,002",43
All I Want for Christmas Is You,Mariah Carey,2018-12-22,"3,249",1
Last Christmas,Wham!,2018-12-22,"2,899",2
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-22,"2,189",3
Jingle Bell Rock,Bobby Helms,2018-12-22,"2,146",4
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-22,"2,062",5
Benzema,Capital Bra,2018-12-22,"2,024",6
Santa Tell Me,Ariana Grande,2018-12-22,"2,021",7
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-22,"1,969",8
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-22,"1,825",9
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-22,"1,705",10
"thank u, next",Ariana Grande,2018-12-22,"1,649",11
Lelele,"Azet, Zuna",2018-12-22,"1,638",12
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",2018-12-22,"1,626",13
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-22,"1,555",14
Without Me,Halsey,2018-12-22,"1,554",15
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-22,"1,526",16
Sweet but Psycho,Ava Max,2018-12-22,"1,499",17
Shallow,"Lady Gaga, Bradley Cooper",2018-12-22,"1,463",18
Driving Home for Christmas,Chris Rea,2018-12-22,"1,412",19
Holly Jolly Christmas,Michael Bublé,2018-12-22,"1,375",20
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2018-12-22,"1,374",21
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-22,"1,369",22
Mistletoe,Justin Bieber,2018-12-22,"1,357",23
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2018-12-22,"1,318",24
Have Yourself A Merry Little Christmas,Sam Smith,2018-12-22,"1,265",25
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-22,"1,243",26
Santa Claus Is Coming to Town,Michael Bublé,2018-12-22,"1,239",27
Sleigh Ride,The Ronettes,2018-12-22,"1,224",28
High Hopes,Panic! At The Disco,2018-12-22,"1,212",29
Feliz Navidad,José Feliciano,2018-12-22,"1,212",30
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2018-12-22,"1,202",31
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-22,"1,200",32
Underneath the Tree,Kelly Clarkson,2018-12-22,"1,173",33
MIA (feat. Drake),Bad Bunny,2018-12-22,"1,159",34
Be Alright,Dean Lewis,2018-12-22,"1,150",35
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12-22,"1,130",36
The Christmas Song (Merry Christmas To You),Nat King Cole,2018-12-22,"1,110",37
A Holly Jolly Christmas - Single Version,Burl Ives,2018-12-22,"1,109",38
Happier,"Marshmello, Bastille",2018-12-22,"1,094",39
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2018-12-22,"1,084",40
Going Bad (feat. Drake),Meek Mill,2018-12-22,"1,067",41
SICKO MODE,Travis Scott,2018-12-22,"1,049",42
Christmas (Baby Please Come Home),Mariah Carey,2018-12-22,"1,026",43
Tausend Tattoos,Sido,2018-12-22,"1,012",44
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-12-22,"1,005",45
All I Want for Christmas Is You,Mariah Carey,2018-12-23,"3,365",1
Last Christmas,Wham!,2018-12-23,"3,045",2
Jingle Bell Rock,Bobby Helms,2018-12-23,"2,457",3
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-23,"2,418",4
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-23,"2,346",5
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-23,"2,339",6
Santa Tell Me,Ariana Grande,2018-12-23,"2,265",7
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-23,"2,069",8
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-23,"1,847",9
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",2018-12-23,"1,765",10
Benzema,Capital Bra,2018-12-23,"1,763",11
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-23,"1,725",12
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2018-12-23,"1,551",13
Feliz Navidad,José Feliciano,2018-12-23,"1,534",14
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2018-12-23,"1,479",15
Mistletoe,Justin Bieber,2018-12-23,"1,469",16
"thank u, next",Ariana Grande,2018-12-23,"1,434",17
The Christmas Song (Merry Christmas To You),Nat King Cole,2018-12-23,"1,416",18
Driving Home for Christmas,Chris Rea,2018-12-23,"1,415",19
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2018-12-23,"1,388",20
A Holly Jolly Christmas - Single Version,Burl Ives,2018-12-23,"1,385",21
Lelele,"Azet, Zuna",2018-12-23,"1,369",22
Without Me,Halsey,2018-12-23,"1,363",23
Holly Jolly Christmas,Michael Bublé,2018-12-23,"1,354",24
Underneath the Tree,Kelly Clarkson,2018-12-23,"1,350",25
Have Yourself A Merry Little Christmas,Sam Smith,2018-12-23,"1,349",26
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-23,"1,345",27
Sleigh Ride,The Ronettes,2018-12-23,"1,337",28
Santa Claus Is Coming to Town,Michael Bublé,2018-12-23,"1,326",29
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2018-12-23,"1,300",30
Sweet but Psycho,Ava Max,2018-12-23,"1,216",31
Shallow,"Lady Gaga, Bradley Cooper",2018-12-23,"1,203",32
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-23,"1,195",33
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,2018-12-23,"1,134",34
Christmas (Baby Please Come Home),Mariah Carey,2018-12-23,"1,085",35
High Hopes,Panic! At The Disco,2018-12-23,"1,064",36
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-23,"1,017",37
Blue Christmas,Elvis Presley,2018-12-23,"1,007",38
All I Want for Christmas Is You,Mariah Carey,2018-12-24,"8,384",1
Last Christmas,Wham!,2018-12-24,"7,802",2
Jingle Bell Rock,Bobby Helms,2018-12-24,"6,496",3
It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12-24,"6,343",4
Rockin' Around The Christmas Tree,Brenda Lee,2018-12-24,"6,072",5
It's the Most Wonderful Time of the Year,Andy Williams,2018-12-24,"6,034",6
Santa Tell Me,Ariana Grande,2018-12-24,"5,872",7
Do They Know It's Christmas? - 1984 Version,Band Aid,2018-12-24,"5,486",8
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2018-12-24,"5,030",9
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",2018-12-24,"4,668",10
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,2018-12-24,"4,549",11
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2018-12-24,"4,248",12
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",2018-12-24,"4,193",13
Feliz Navidad,José Feliciano,2018-12-24,"4,034",14
Underneath the Tree,Kelly Clarkson,2018-12-24,"3,950",15
Mistletoe,Justin Bieber,2018-12-24,"3,936",16
Sleigh Ride,The Ronettes,2018-12-24,"3,934",17
Have Yourself A Merry Little Christmas,Sam Smith,2018-12-24,"3,888",18
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2018-12-24,"3,849",19
Santa Claus Is Coming to Town,Michael Bublé,2018-12-24,"3,829",20
The Christmas Song (Merry Christmas To You),Nat King Cole,2018-12-24,"3,787",21
Driving Home for Christmas,Chris Rea,2018-12-24,"3,786",22
Holly Jolly Christmas,Michael Bublé,2018-12-24,"3,742",23
A Holly Jolly Christmas - Single Version,Burl Ives,2018-12-24,"3,737",24
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",2018-12-24,"3,676",25
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,2018-12-24,"3,424",26
Christmas (Baby Please Come Home),Mariah Carey,2018-12-24,"3,264",27
Winter Wonderland,Tony Bennett,2018-12-24,"3,027",28
Santa Baby,"Ariana Grande, Liz Gillies",2018-12-24,"2,910",29
Merry Christmas Everyone - Remastered,Shakin' Stevens,2018-12-24,"2,785",30
Blue Christmas,Elvis Presley,2018-12-24,"2,714",31
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,2018-12-24,"2,634",32
Santa Baby,Kylie Minogue,2018-12-24,"2,580",33
My Only Wish (This Year),Britney Spears,2018-12-24,"2,576",34
Christmas Lights,Coldplay,2018-12-24,"2,523",35
Rudolph The Red-Nosed Reindeer,Dean Martin,2018-12-24,"2,467",36
Run Rudolph Run - Single Version,Chuck Berry,2018-12-24,"2,355",37
What Christmas Means To Me,Stevie Wonder,2018-12-24,"2,183",38
Fairytale of New York (feat. Kirsty MacColl),The Pogues,2018-12-24,"2,161",39
I'll Be Home for Christmas,Michael Bublé,2018-12-24,"2,151",40
Christmas (Baby Please Come Home),Darlene Love,2018-12-24,"2,091",41
"Baby, It's Cold Outside",Dean Martin,2018-12-24,"2,056",42
I'll Be Home,Meghan Trainor,2018-12-24,"2,053",43
Mistletoe And Holly - Remastered 1999,Frank Sinatra,2018-12-24,"2,052",44
Jingle Bells - Remastered 1999,Frank Sinatra,2018-12-24,"2,015",45
Santa Claus Is Coming To Town,The Jackson 5,2018-12-24,"1,994",46
Joy To The World,Nat King Cole,2018-12-24,"1,918",47
Thank God It's Christmas - 2011 Remaster,Queen,2018-12-24,"1,911",48
Step Into Christmas,Elton John,2018-12-24,"1,905",49
One More Sleep,Leona Lewis,2018-12-24,"1,902",50
Do You Hear What I Hear?,Bing Crosby,2018-12-24,"1,900",51
Santa Baby (with Henri René & His Orchestra),"Eartha Kitt, Henri Rene & His Orchestra",2018-12-24,"1,847",52
Have Yourself a Merry Little Christmas,Christina Aguilera,2018-12-24,"1,825",53
Winter Wonderland,Bing Crosby,2018-12-24,"1,785",54
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,2018-12-24,"1,756",55
Sleigh Ride,Ella Fitzgerald,2018-12-24,"1,739",56
"Merry Christmas, Happy Holidays",*NSYNC,2018-12-24,"1,709",57
Happy Xmas (War Is Over),Céline Dion,2018-12-24,"1,693",58
Shake Up Christmas,Train,2018-12-24,"1,692",59
Santa's Coming for Us,Sia,2018-12-24,"1,666",60
White Christmas (with Shania Twain),Michael Bublé,2018-12-24,"1,662",61
This Christmas,Donny Hathaway,2018-12-24,"1,645",62
Christmas Time Is Here - Recorded at Sound Emporium Nashville,Devin Dawson,2018-12-24,"1,602",63
Oh Holy Night,Nina Nesbitt,2018-12-24,"1,597",64
Carol of the Bells,"Mykola Dmytrovych Leontovych, John Williams",2018-12-24,"1,596",65
Sleigh Ride (with Percy Faith & His Orchestra),Johnny Mathis,2018-12-24,"1,582",66
Benzema,Capital Bra,2018-12-24,"1,581",67
Last Christmas,Ariana Grande,2018-12-24,"1,558",68
It's Beginning To Look Like Christmas,Bing Crosby,2018-12-24,"1,553",69
I Saw Mommy Kissing Santa Claus,The Jackson 5,2018-12-24,"1,541",70
This Christmas,Christina Aguilera,2018-12-24,"1,523",71
"thank u, next",Ariana Grande,2018-12-24,"1,508",72
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018-12-24,"1,484",73
Man With The Bag,Jessie J,2018-12-24,"1,470",74
Without Me,Halsey,2018-12-24,"1,443",75
Bring Me Love,John Legend,2018-12-24,"1,442",76
Frosty The Snowman,Ella Fitzgerald,2018-12-24,"1,383",77
Christmas Time,Backstreet Boys,2018-12-24,"1,355",78
Sleigh Ride,Carpenters,2018-12-24,"1,341",79
O Holy Night,Mariah Carey,2018-12-24,"1,337",80
"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,2018-12-24,"1,335",81
"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,2018-12-24,"1,325",82
Shallow,"Lady Gaga, Bradley Cooper",2018-12-24,"1,323",83
Sweet but Psycho,Ava Max,2018-12-24,"1,317",84
Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,2018-12-24,"1,294",85
Hallelujah,Pentatonix,2018-12-24,"1,270",86
Lelele,"Azet, Zuna",2018-12-24,"1,236",87
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,2018-12-24,"1,234",88
Jingle Bells (feat. The Puppini Sisters),Michael Bublé,2018-12-24,"1,231",89
Rockin' Around The Christmas Tree,Mel & Kim,2018-12-24,"1,227",90
Winter Wonderland,Hannah Kerr,2018-12-24,"1,211",91
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2018-12-24,"1,178",92
Wow.,Post Malone,2018-12-24,"1,164",93
The First Noel - Remastered 1999,Frank Sinatra,2018-12-24,"1,159",94
Christmas Time Is Here,Brett Eldredge,2018-12-24,"1,133",95
Cold December Night,Michael Bublé,2018-12-24,"1,125",96
Silver Bells,Dean Martin,2018-12-24,"1,114",97
In My Mind,"Dynoro, Gigi D'Agostino",2018-12-24,"1,111",98
Last Christmas,James TW,2018-12-24,"1,108",99
High Hopes,Panic! At The Disco,2018-12-24,"1,107",100
Grown-Up Christmas List,Jordan Smith,2018-12-24,"1,078",101
Rudolph The Red-Nosed Reindeer,Burl Ives,2018-12-24,"1,074",102
The Christmas Song (Chestnuts Roasting On An Open Fire),"Justin Bieber, Usher",2018-12-24,"1,072",103
A Holly Jolly Christmas,Brett Eldredge,2018-12-24,"1,069",104
The Little Drummer Boy,Bing Crosby,2018-12-24,"1,056",105
It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Norah Jones,2018-12-24,"1,052",106
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-24,"1,044",107
Be Alright,Dean Lewis,2018-12-24,"1,039",108
"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,2018-12-24,"1,038",109
Silent Night,Mariah Carey,2018-12-24,"1,030",110
All I Want for Christmas Is You,Michael Bublé,2018-12-24,"1,015",111
All I Want for Christmas Is You,Mariah Carey,2018-12-25,"4,161",1
